title,wine_type,variety,flavor_categories_taste_notes,points,description,price,winery,country,province,region
Podere Sapaio 2004 Sapaio  (Bolgheri Superiore),Red,Red Blend,"full bodied, robust",95,"Not bad for a first attempt. This is a thick, dark wine of almost impenetrable extraction and mature fruit notes of black cherry and black currant. Its aromas are painted in broad brush strokes and invoke roasted espresso bean, black chocolate and smoked game. It has an outstanding mouthfeel, with voluptuous but solid tannins and enormous length. Drink after 2015.",66,Podere Sapaio,Italy,Tuscany,Bolgheri Superiore
Castello del Terriccio 2004 Castello del Terriccio Red (Toscana),Red,Red Blend,"medium bodied, balanced",95,"The aromas are clean, intense and penetrating and exhibit ripe black fruit with measured background shadings of spice, vanilla, toast and distant herbal tones. The blend of Syrah and Petit Verdot (with 25% other varieties) showcases the full beauty of its vintage in a feminine and understated way. But at the same time, this wine is determined and powerful.",140,Castello del Terriccio,Italy,Tuscany,Toscana
Marchesi Antinori 2004 Tignanello Red (Toscana),Red,Red Blend,"medium bodied, balanced",95,"Ah, Tignanello, the father of all super Tuscans. A tried and true favorite, it is a Sangiovese-based wine cut with a small component of Cabernet for rich aromas of red fruit and spice. It is elegant, harmonious and long-lasting on the finish; drink after 2012.",79,Marchesi Antinori,Italy,Tuscany,Toscana
Avignonesi 2004 Desiderio Red (Cortona),Red,Red Blend,"full bodied, robust",95,"Desiderio is an outstandingly delicious Merlot from Cortona with a soft, yielding personality and loads of sweet cherry-berry nuances. The wine boasts excellent complexity thanks to the playful notes of peppermint, herbs, root beer and cola that give it undying persistency and intensity.",50,Avignonesi,Italy,Tuscany,Cortona
Muga 2011 Torre Muga  (Rioja),Red,Tempranillo Blend,"light, fruity",96,"Concentrated, ripe and pure on the nose, this is toasty smelling and intense, with notes of charcoal, cassis and blackberry. A grabby, extracted but balanced and impressive palate holds flavors of coffee, toasty oak, bitter chocolate and wild berries. The finish tastes savory and fully oaked, but not overdone. Hold a few years, then drink through 2026.",101,Muga,Spain,Northern Spain,Rioja
Domaine Drouhin Oregon 2012 Édition Limitée Pinot Noir (Dundee Hills),Red,Pinot Noir,"medium bodied, balanced",96,"The winery's Édition Limitée is a block selection, ripe, rich and beautifully rounded out. It's totally full bodied without becoming jammy, a lush compote of berries, cherries, citrus oil and refined acids that conjure up ripe pineapple juice. A long, lightly smoky finish seems to go on for endless minutes. Drink now through 2030.",85,Domaine Drouhin Oregon,US,Oregon,Dundee Hills
Tenuta dell'Ornellaia 1999 Ornellaia  (Bolgheri),Red,Red Blend,"full bodied, robust",96,"Spicy and full of cassis, tobacco and coffee aromas. Texture and mouthfeel are what this wine is all about; it is plush like velvet carpet. Deep, satisfying flavors of plum, black currant and vanilla lead into an ultrasmooth finish that is clean as a hospital emergency room.",125,Tenuta dell'Ornellaia,Italy,Tuscany,Bolgheri
Domaine Drouhin 1999 Louise Drouhin Pinot Noir (Oregon),Red,Pinot Noir,"full bodied, robust",95,"This is the best Pinot Noir yet from the Drouhin estate; immensely concentrated and rich. The fruit is complex and penetrating, focused and long, layered throughout a generous and extended finish. Cherries and chocolate linger on the palate, resonating long after the wine has been swallowed.",45,Domaine Drouhin,US,Oregon,Oregon
Antinori 1999 Guado Al Tasso  (Bolgheri),Red,Red Blend,"medium bodied, balanced",95,"Fast becoming one of the world's top luxury cuvées, this blend of 60% Cabernet Sauvignon, 30% Merlot and 10% Syrah is a complex amalgam of dry, classy fruit, herbal notes, smoked meat, black pepper and baking spices. Its calling card is its perfect body weight. It isn't heavy or jammy, but it manages to offer tons of stuffing and a graceful finish loaded with the essences of cola, coffee and chocolate. If possible, it should be cellared for several more years.",80,Antinori,Italy,Tuscany,Bolgheri
Verité 2006 La Joie Red (Sonoma County),Red,Bordeaux-style Red Blend,"full bodied, robust",98,"Massive essence of Cabernet Sauvignon, a triumph. Shows huge waves of blackberries, black currants and cassis, dark chocolate, earthy minerals and considerable oak, which is tasteful and unobtrusive, With its dryness and perfect balance, it will easily negotiate the years. Should be fine well past the year 2020.",300,Verité,US,California,Sonoma County
Stonestreet 2007 Black Cougar Ridge Cabernet Sauvignon (Alexander Valley),Red,Cabernet Sauvignon,"full bodied, robust",97,"Pretty much as good as any Cabernet out there, if not better, and at a fraction of the price you'll pay for the “cults.” If there was ever a wine made for the cellar, it's this one, the antidote for those who consider California Cabernet a simple fruit bomb. Completely dry, with exquisite tannins, its blackberry, currant, red licorice and oak-inspired flavors are massive and classic. Hard to exaggerate how good this fine wine is. Drink 2013–2020 and beyond.",75,Stonestreet,US,California,Alexander Valley
Gaja 2006 Conteisa Nebbiolo (Langhe),Red,Nebbiolo,"medium bodied, balanced",97,"Conteisa is a Barolo-inspired wine from Angelo Gaja (with 8% Barbera) that opens with very attractive and approachable aromas of red fruit, tobacco, leather, moist earth and black licorice. There's a youthful element to the personality (that hints at a long aging future ahead) backed by silky, but firm tannins and beautifully crisp acidity. The wine will be at its best after 2018.",215,Gaja,Italy,Piedmont,Langhe
Black Coyote 2007 Reserve Cabernet Sauvignon (Atlas Peak),Red,Cabernet Sauvignon,"medium bodied, balanced",97,"Tasted blind in a large group of Napa Valley Cabernets, this one stood out for sheer power and authority. It's absolutely delicious, dazzling showing blackberry tart, cherry pie with the sweet, smoky crust, cassis and baking spice flavors, wrapped into wonderfully thick, fine tannins. Pure California fruit, but dry, balanced and nuanced. A classic, but high-alcohol haters will find plenty to complain about. Drink now–2020.",85,Black Coyote,US,California,Atlas Peak
Gaja 2006 Costa Russi Nebbiolo (Langhe),Red,Nebbiolo,"medium bodied, balanced",95,"Purchased by the Gaja family in 1967, the Costa Russi vineyard produces elegant expressions of Nebbiolo with beautifully saturated, sun-drenched flavors. Indeed, this vintage shows wild berry with beautiful background renderings of smoke and graphite. Five percent Barbera is added and the wine shows amazing harmony and sophistication with bright acidity and firm tannins. It will only become more beautiful in time.",420,Gaja,Italy,Piedmont,Langhe
Testarossa 2009 Doctor's Vineyard Pinot Noir (Santa Lucia Highlands),Red,Pinot Noir,"medium bodied, balanced",95,"So delicious, so dazzlingly seductive, it's impossible not to fall in love with this wine. It detonates on the palate with an explosion of cherries and raspberries, and wonderfully smoky, buttery complexities from oak. Drily crisp and finely structured in smooth, dense tannins, it offers great pleasure now, and should develop over the next 6–8 years. Production was low, but it's worth a search.",56,Testarossa,US,California,Santa Lucia Highlands
Charnu 2007 Cabernet Sauvignon (St. Helena),Red,Cabernet Sauvignon,"full bodied, robust",95,"Classic Napa Cabernet, with perfectly ripened blackberry, cherry and cassis fruit, nicely elaborated by sweet, smoky oak, and framed in ripe, smooth tannins. Really a lovely wine, with the balanced equilibrium to ride out the next decade.",75,Charnu,US,California,St. Helena
Freemark Abbey 2006 Bosche Cabernet Sauvignon (Rutherford),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"Very rich, ripe and complex, showing a near-perfect display of flavors and textures. The riper blackberries and black cherries have a chewy, meaty edge, with notes of cola and bacon. Very fine tannins and acidity suggest midterm to longterm aging, but it's a splendid sipper now. Should develop through 2018, at least.",70,Freemark Abbey,US,California,Rutherford
Krutz 2006 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Red,Cabernet Sauvignon,"medium bodied, balanced",97,"This is really a spectacular wine. It's hard to say why it's so superior to Krutz's 2005 bottling, but it's richer and more elegant in every respect. Combines immense power with great finesse. The refined essence of blackberries, black currants and spices thrills the palate, accented with the most beautiful coating of smoky oak. A great achievement that should develop in the bottle through 2018.",70,Krutz,US,California,Napa Valley
Continuum 2007 Red (Napa Valley),Red,Bordeaux-style Red Blend,"light, fruity",97,"Feels fancy and important in the mouth, with pure, refined tannins housing ripe, complex flavors of blackberries, black currants, cherries, chocolate, exotic spices and sweet, smoky oak. The finish is dry but with a tinge of sweetness, like an infused blackberry liqueur, which probably is the result of high (15.3%) alcohol. Very rich and layered, and a great addition to the Napa cult pantheon. Cabernet, with Cab Franc and Petit Verdot.",140,Continuum,US,California,Napa Valley
Bodega Catena Zapata 2006 Nicasia Vineyard Malbec (Mendoza),Red,Malbec,"medium bodied, balanced",97,"If the color doesn't tell the full story, the nose will: it's impeccably perfumed, round and sweet, with amazing fruit aromas and a toasty background. The feel is as lush and rich as they come, and there's outstanding purity to the lusty black fruit flavors. A masher with elegance. Maybe the best Malbec Argentina has ever produced. Drink from 2011–15.",120,Bodega Catena Zapata,Argentina,Mendoza Province,Mendoza
Kathryn Kennedy 2012 Estate Cabernet Sauvignon (Santa Cruz Mountains),Red,Cabernet Sauvignon,"full bodied, robust",97,"A thoroughly elegant, serious and yet immensely enjoyable wine that stays lively many days after opening, this bottling from a regional icon shows dried violets, dried strawberry, crushed pepper and touches of leather and soy on the wondrous nose. Lithe black plum and elderberry fruits ride along a tight but forgiving tannic structure, with support from crushed gravel, asphalt, potpourri, sandalwood and cedar flavors.",100,Kathryn Kennedy,US,California,Santa Cruz Mountains
Massolino 2010 Vigna Rionda Riserva  (Barolo),Red,Nebbiolo,"medium bodied, balanced",96,"This stunning wine opens with scents of tilled earth, leather, pipe tobacco, forest floor and wild berry. The focused, vibrant palate delivers ripe red cherry, white pepper, grilled herb, licorice and an energizing mineral note. Youthfully austere, refined tannins and fresh acidity provide impeccable balance and an impressive, ageworthy structure. Drink 2020–2045.",150,Massolino,Italy,Piedmont,Barolo
Patrimony 2013 Cabernet Sauvignon (Adelaida District),Red,Cabernet Sauvignon,"full bodied, robust",96,"Extremely dark in the glass, this tremendous effort by the Daou brothers was nine years in the making, and it shows. Dense aromas of crushed lilacs, chocolate chips, soy and dark purple fruits come through with power on the nose. The palate is soft and supple in structure, offering flavors of blueberry, cocoa, pepper, graphite and candied fruit. The tannins remain a tad sticky, so drink 2018–2033.",275,Patrimony,US,California,Adelaida District
Rivetto 2010 Briccolina Riserva  (Barolo),Red,Nebbiolo,"light, fruity",96,"This gorgeous wine opens with scents of ripe, dark-skinned berry, cake spice, star anise and a balsamic note. The delicious palate tastes of layers of juicy raspberry, black cherry, licorice and a hint of tobacco framed in firm refined tannins. It already shows impressive depth but hold for even more complexity. Drink 2018–2030.",210,Rivetto,Italy,Piedmont,Barolo
Crown Point 2013 Cabernet Sauvignon (Happy Canyon of Santa Barbara),Red,Cabernet Sauvignon,"full bodied, robust",96,"Entrepreneur Roger Bower hired Harlan Estate alum Adam Henkel to deliver top-tier wines, and this first release is an extremely auspicious beginning. Black as night in the glass, the wine delivers elegant aromas of olallieberry jam, baking spice, shaved chocolate, beef jerky, teriyaki and purple flowers. The sticky structure will age phenomenally, further concentrating flavors of coffee foam, soy-laced berry sauce, Asian pepper spice, and dense blueberry, black cassis and black plum fruit. Drink 2018–2033.",185,Crown Point,US,California,Happy Canyon of Santa Barbara
Calera 2013 Mills Pinot Noir (Mt. Harlan),Red,Pinot Noir,"medium bodied, balanced",95,"A fascinating feral quality wraps around this wine, redolent of mottled animal hair, raw meat and scraped earth, like the scene of a freshly hunted wild boar. Aromas of mulberry and dark strawberry also show on the nose, while the palate dives deep into turned earth, shiitake mushrooms, juniper, stewed bay leaf, wild cherry and elderflower liqueur. The acidity also pops and the texture grips firmly.",62,Calera,US,California,Mt. Harlan
Mount Eden Vineyards 2013 Estate Grown Pinot Noir (Santa Cruz Mountains),Red,Pinot Noir,"medium bodied, balanced",95,"This wine is wound extremely tight, but opens like a lotus with decanting or overnight patience. Aromas of rose buds, black-raspberry extract, wet clay and dried purple flowers show on the nose, bolstered by the slightest smoky kiss of oak. Savory flavors of roasted black-plum skins and elderberry meet with soy, graphite and loam on the palate, which will gain amazing tertiary flavors with time. Drink 2018–2028.",62,Mount Eden Vineyards,US,California,Santa Cruz Mountains
Broadside 2013 Ephemera Cabernet Sauvignon (Paso Robles),Red,Cabernet Sauvignon,"full bodied, robust",95,"Brian and Stephy Terrizzi have added this luxury-level bottling to their more affordably focused brand of wines, and it's an impressive addition. A deep and dense nose unleashes blackberries, licorice, crushed volcanic rocks, sexy dark chocolate, violet and black spice. Flavors of olallieberry and creamy dark and milk chocolate erupt on the palate, held together by soft tannins and energetic acidity. Drink 2017–2033.",125,Broadside,US,California,Paso Robles
Calera 2013 Selleck Vineyard Pinot Noir (Mt. Harlan),Red,Pinot Noir,"full bodied, robust",95,"Fragrant lilacs and plump mulberries mix with black clove, allspice, pine needles and dark earth tones on this bottling by Josh Jensen from this 4.8-acre vineyard. The palate presents hearty sagebrush spice and an easily enjoyable character of black cherry that lead into the more complex pine sap, bay leaf, wild thyme and euclalytpus components.",95,Calera,US,California,Mt. Harlan
Gainey 2012 Patrick's Vineyard Selection Cabernet Sauvignon (Santa Ynez Valley),Red,Cabernet Sauvignon,"full bodied, robust",95,"This is the Gainey family's annual statement on how Bordeaux varieties can excel in the Santa Ynez Valley, and this blend of 86% Cabernet Sauvignon, 12% Petit Verdot and 2% Merlot is a marvelous argument. Aromas of pepper, pencil shavings, oregano, dill, elderberries, black currant and dried blueberries lead into an expertly integrated palate where black fruit is nuanced by cedar, dried oregano, crushed gravel and peppery spice.",60,Gainey,US,California,Santa Ynez Valley
Quady 2006 Starboard Dessert Wine Port (Amador County),Red,Port,"medium bodied, balanced",95,"Power and grace combine in this great fortified wine. Already 10 years old, it will age gracefully through at least 2030 if kept in a cool cellar. The aromas combine ripe, vivid cherry and blackberry with caramel accents. Flavors are very ripe but tangy at the same time, echoing plum jam and toffee on the finish.",34,Quady,US,California,Amador County
Travaglini 2010 Riserva  (Gattinara),Red,Nebbiolo,"medium bodied, balanced",95,"Elegant and structured, this opens with exquisite scents of cedar, chopped herb, pressed rose, menthol and perfumed berry. The luminous palate is loaded with finesse, delivering bright red cherry, chopped red raspberry, licorice, clove and mineral. Firm, refined tannins and vibrant acidity provide impeccable balance and support. Hold for even more complexity. Drink 2018 through 2030.",60,Travaglini,Italy,Piedmont,Gattinara
Mount Eden Vineyards 2012 Estate Grown Cabernet Sauvignon (Santa Cruz Mountains),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"Extremely elegant and restrained at first on the nose, this bottling eventually shows gravel and crushed rocks, with hints of blackberry and forest underbrush also emerging. A very firm structure weaves together an incredibly well-integrated wine, with dense mulberry and dried-fennel notes that morph into crushed herbs with time. Drink 2018–2032.",70,Mount Eden Vineyards,US,California,Santa Cruz Mountains
Staglin 2007 Cabernet Sauvignon (Rutherford),Red,Cabernet Sauvignon,"light, fruity",96,"A big wine, rather ponderous now in the size and forwardness of its fruit and the volume of mainly new French oak. The fruit is massive, suggesting black and red sour cherry candy, with oak influences of smoky char and pencil shavings, and complex notes of minerals and sweet violet flowers. But it all needs time to come together. Tasted in a large flight of 2007 Rutherford Cabernets and Bordeaux blends, this was easily the star. Really hard to exaggerate the wine's beauty and elegance. Best 2013–2019, at least.",175,Staglin,US,California,Rutherford
Massolino 2006 Parafada  (Barolo),Red,Nebbiolo,"medium bodied, balanced",95,"Massolino's Parafada Barolo is a stunningly beautiful wine with bold, confident aromas of black fruit, tobacco, cigar box, cherry cola, clove, nutmeg and vanilla bean. The mouthfeel is bright, lively, velvety and, generally speaking, the 2006 vintage represents a big jump over 2005.",94,Massolino,Italy,Piedmont,Barolo
Vietti 2006 Rocche  (Barolo),Red,Nebbiolo,"medium bodied, balanced",95,"Rocche Barolo is another homerun for Vietti. You'll fall in love with the wine's rich intensity and the ensuing complexity that becomes apparent as the wine spends more time in the glass. Thanks to a continuing evolution, you'll recognize aromas of wild berry, smoke, crushed stone, licorice, cola and mesquite. The tannins are silky and smooth. Hold ten years or more.",130,Vietti,Italy,Piedmont,Barolo
Ceretto 2005 Bricco Rocche Bricco Rocche  (Barolo),Red,Nebbiolo,"medium bodied, balanced",95,"Nebbiolo grapes, with their naturally elegant aromas of black currant and licorice, speak loudly. So does winery magic: Tones of spice, leather, cola and tobacco are derived from 24 months of careful oak aging. The tannins are fine and tight and this wine will age ten years or more.",252,Ceretto,Italy,Piedmont,Barolo
Gainey 2008 Limited Selection Pinot Noir (Sta. Rita Hills),Red,Pinot Noir,"medium bodied, balanced",95,"An absolutely lovely Pinot, the best in Gainey's long career. Dry, smooth and silky, it defines Pinot's more Burgundian side, with mushroomy notes along with perfectly ripe cherries and raspberries, accented with brilliant acidity. The oak treatment is tasteful and blends in seamlessly, offering a hint of toast. The wine treads an exciting line between ripeness and earthiness, while keeping alcohol to a refreshingly low 14.1%. This is a connoisseur's wine.",48,Gainey,US,California,Sta. Rita Hills
Etude 2007 Deer Camp Pinot Noir (Carneros),Red,Pinot Noir,"medium bodied, balanced",95,"This has been one of Etude's best bottlings, and 2007 was a great year. If you enjoy sheer, decadent deliciousness in your Pinot Noirs, this is one for you. The palate first is struck by the rich waves of cherry pie filling, raspberry essence and sweet, vanilla-tinged, smoky oak. Then it discovers the soft silkiness, and finally the firm, fine tannins kick in, providing structure. Just beguiling, and should develop in the bottle over the next 5–6 years.",60,Etude,US,California,Carneros
Doubleback 2007 Cabernet Sauvignon (Walla Walla Valley (WA)),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"This eagerly anticipated Drew Bledsoe/Chris Figgins collaboration is a serious effort, dusty, dense, and dark. To begin are whiffs of cinnamon, smoke, cured meat and bacon; then come tight, dry, stone-soaked flavors of cassis and sweet black fruits. Floral highlights elevate the nose, and lead into a finish with delicious accents of toasted nuts, almond paste, and chalk. A dazzling debut.",82,Doubleback,US,Washington,Walla Walla Valley (WA)
Eugenio Bocchino 2006 La Serra  (Barolo),Red,Nebbiolo,"medium bodied, balanced",95,"From a simpatico, family-run winery comes this benchmark Barolo. La Serra speaks highly of the Langhe territory and of winemaking innovation. Aromas here include cherry cola, vanilla bean, leather and crushed granite stone. The wine is determined and direct with a savory note of cured meat on the long finish. Drink after 2017.",100,Eugenio Bocchino,Italy,Piedmont,Barolo
Von Strasser 2008 Reserve Red (Diamond Mountain District),Red,Bordeaux-style Red Blend,"medium bodied, balanced",98,"As good as the winery's other 2008s are, this wine raises the stakes. It's bone dry, deeply tannic and marked by classic varietal flavors of blackberries, cassis and dark chocolate, with sweet, smoky oak. Almost a food group in itself for its complexity, it's dazzling now for its sheer luxurious deliciousness, yet is guaranteed to develop over at least the next 10 years.",125,Von Strasser,US,California,Diamond Mountain District
Cayuse 2008 En Cerise Vineyard Syrah (Walla Walla Valley (WA)),Red,Syrah,"medium bodied, balanced",98,"A subtle, complex, utterly distinctive mix of flavors, with opening streaks of butter cookie, then mushroom broth, tightly wound berry fruit, earthy coffee grounds and even darker streaks of espresso and smoke and licorice. It is deeply layered with flavors that just keep piling on. Amazing wine.",70,Cayuse,US,Washington,Walla Walla Valley (WA)
Merryvale 2008 Profile Red (Napa Valley),Red,Bordeaux-style Red Blend,"medium bodied, balanced",97,"A tremendous wine that shows how Merryvale is absolutely at the top of its game. Impeccable in structure, with refined tannins that are soft and firm at the same time, and a fine cut of acidity. Entirely dry, the Cabernet Sauvignon-based blend is awesome in blackberry, cherry, cassis and oak flavors, with complexities of anise, soy sauce, grilled meats and minerals. Beyond the particulars, it just feels dramatic and rich in the mouth. A great wine that should develop in the bottle over the next decade.",165,Merryvale,US,California,Napa Valley
Cayuse 2008 Cailloux Vineyard Syrah (Walla Walla Valley (WA)),Red,Syrah,"full bodied, robust",97,"This is the only Cayuse Syrah that is co-fermented (with 8% Viognier), which adds nuances of white flower and floral, though the citrus rind scents override them. In the nose it's hugely expressive, though still quite tight and compact in the mouth; it must be decanted. It's a three ring circus of a wine, with things moving and shaking in all directions. Mineral, berry, mountain complexity, nuanced herb and earth and citrus, all in proportion, and all flowing in the mouth.",70,Cayuse,US,Washington,Walla Walla Valley (WA)
Penfolds 2004 Grange Shiraz (South Australia),Red,Shiraz,"full bodied, robust",96,"A throwback to the monster Shiraz style of old, with loads of toasty, vanilla-laden oak, meaty nuances and driving, intense boysenberry fruit, the 2004 Grange should prove tremendously long-lived. Its massive concentration and firm tannins suggest cellaring through 2020, after which it should drink well for at least another decade or two.",500,Penfolds,Australia,South Australia,South Australia
Moone-Tsai 2008 Cor Leonis Cabernet Sauvignon (Napa Valley),Red,Cabernet Sauvignon,"medium bodied, balanced",96,"The question concerning this wine isn't whether or not it's very good—it is. Instead, it's about ageability. Made from 100% Cabernet grown in two very different places, Pritchard Hill and Coombsville, it's dry and refined. Floods the mouth with blackberry, blueberry, cassis, dark chocolate, spice and new oak flavors whose richness is tempered by a firm minerality. Really fabulous in all respects, but so delicious now, it makes you wonder why you should even risk more than six years in the cellar.",175,Moone-Tsai,US,California,Napa Valley
Vineyard 7&8 2008 Estate Cabernet Sauvignon (Spring Mountain District),Red,Cabernet Sauvignon,"medium bodied, balanced",96,"It's hard to exaggerate the purity of this wine, which is 100% Cabernet. It startles for the intensity of mountain blackberries and raspberries, and then a firm minerality kicks in, along with the tannins, providing grounding structure. The finish lasts for a full minute. Winemaker Luc Morlet has really hit the jackpot with this dry, spectacularly complex young wine, which will develop for at least a decade.",125,Vineyard 7&8,US,California,Spring Mountain District
Sequoia Grove 2007 Rutherford Bench Reserve Cabernet Sauvignon (Rutherford),Red,Cabernet Sauvignon,"full bodied, robust",96,"A stunningly beautiful Cabernet, made from the estate vineyard of all five classic Bordeaux varieties. Softly tannic and dry, it shows lush flavors of green olives, black cherries, anise and smoky oak that swirl into a long, impressive finish. Drinkable now for sheer beauty, it will develop over the next decade.",65,Sequoia Grove,US,California,Rutherford
Cayuse 2008 En Chamberlin Vineyard Syrah (Walla Walla Valley (WA)),Red,Syrah,"medium bodied, balanced",96,"A huge wine, fat with the characteristic Cayuse funk, and accented with plenty of meaty asphalt. Potent and powerful, bursting with berries and plums, scented with the aromas of earth and sweet (not dried) herb, chicken stock and flavors that run through the same exotic range. Round and full, forward and balanced, drinking well and maybe just a bit rounder than its brethren.",70,Cayuse,US,Washington,Walla Walla Valley (WA)
Cayuse 2008 Widowmaker Cabernet Sauvignon (Walla Walla Valley (WA)),Red,Cabernet Sauvignon,"medium bodied, balanced",96,"Superb sculpture and definition in this compact and lightly funky evocation of pure Cabernet Sauvignon. The deep, dense, super ripe berry flavors are framed within a bouquet of dried herbs, pepper, mineral, astringent tannins, and a crisp mix of earth, wood and plant flavors. Superb length and ageability.",70,Cayuse,US,Washington,Walla Walla Valley (WA)
Januik 2008 Reserve Red Red (Columbia Valley (WA)),Red,Bordeaux-style Red Blend,other,95,"Januik's reserve is a blend of 78% Cabernet Sauvignon, 20% Merlot, and 2% Cabernet Franc. Sourced from Champoux and Weinbau, just three barrels were made. The fruit is deeply flavored with black cherry and cassis, and the tannins seem darker, earthier, toastier and overall fuller than any of the other excellent Januik reds. Still young and tight, this promises to blossom over time with floral, earth, barrel and spice highlights.",65,Januik,US,Washington,Columbia Valley (WA)
D.R. Stephens 2008 Moose Valley Vineyard Cabernet Sauvignon (Napa Valley),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"Here's one of the most ageworthy wines of the vintage. A 100% Cabernet, its grapes come from a vineyard in eastern St. Helena, off the Silverado Trail. Cab's usual blackberries and cassis are there, along with classic elements of green olives and herbs, with a funkiness that adds an umami tang. Very finely constructed, very complex, spicy and delicious. Give it six years, at least.",125,D.R. Stephens,US,California,Napa Valley
Adelsheim 2009 Nicholas Vineyard Pinot Noir (Chehalem Mountains),Red,Pinot Noir,"full bodied, robust",95,"The best of a great flight of single-vineyard 2009 Pinots from Adelsheim, this new entry into the lineup is all muscle and black fruits. It is power-packed with dense, rich flavors, nuanced with exotic spices and black tea, moving into silky tannins and an extremely long, satisfying finish.",90,Adelsheim,US,Oregon,Chehalem Mountains
Maybach 2008 Weitz Vineyard Materium Cabernet Sauvignon (Oakville),Red,Cabernet Sauvignon,"full bodied, robust",95,"A powerful, concentrated Cabernet Sauvignon. Impressive for the sheer density of fruit, namely blackberries, cherries and chocolate, accented with buttery, caramelized new oak perfectly in keeping with the wine's volume. The tannins are soft, sweet and intricate. Despite the richness, There's a firm minerality that adds to the structure and grounds it. So opulently delicious, you could drink it now, and it should develop in the bottle over the next six years, at least.",125,Maybach,US,California,Oakville
Merryvale 2008 Cabernet Franc (Napa Valley),Red,Cabernet Franc,"full bodied, robust",95,"A rare Cabernet Franc from Merry-vale, and a spectacular one. They've handled this finicky variety just right, although surely the addition of some Cabernet Sauvignon and Malbec adds weight and tone. The wine is dry, richly tannic and enormously flavorful, offering waves of cherries, red currants, red licorice, cola, sweet cedar wood and even savory hints of bacon. A tremendous Cabernet Franc that will stand as a definitive version in California.",90,Merryvale,US,California,Napa Valley
Moone-Tsai 2008 Cabernet Sauvignon (Napa Valley),Red,Cabernet Sauvignon,"full bodied, robust",95,"One sip is all it takes to fall in love with this Cabernet, which contains a little Merlot. It's rich and lush and authoritative on every level. The texture is soft as velvet, but the tannins are firm, backing up blackberry, cherry, chocolate, cassis, mineral and new oak flavors that are complex and linger long into the spicy finish. Such are the tannins that the wine is likely to age well through 2016, at least.",75,Moone-Tsai,US,California,Napa Valley
L'Ecole No. 41 2008 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (WA)),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"From the oldest block of the estate's Seven Hills Vineyard, this pure Cabernet opens with intense aromas of mountain fruit. Bramble, light herb, cement, black cherry and cassis combine in a polished, elegant wine that probes deeply into the palate. Flavors abound—cassis, coffee, licorice and more.",60,L'Ecole No. 41,US,Washington,Walla Walla Valley (WA)
Charles Smith 2008 Royal City Syrah (Columbia Valley (WA)),Red,Syrah,"full bodied, robust",98,"An Amaro-like mix of bitters and herbs; this is exceptionally dense and dark. The fruit is a grace note; the big flavors come from herb, earth, rock, barrel and more. Licorice, baking spices, smoke, black cherry, Bourbon barrel, and on it goes. Huge and dense and seemingly endless.",140,Charles Smith,US,Washington,Columbia Valley (WA)
Conn Creek 2007 Stagecoach Vineyard Cabernet Sauvignon (Atlas Peak),Red,Cabernet Sauvignon,"full bodied, robust",96,"A tremendous Cabernet, showing the authority of its vineyard, high up in the Vaca Mountains. Dry and full-bodied, this wine is spectacularly rich in blackberries, cassis and minerals and is well oaked. What's most remarkable is the quality of the tannins. They're firm, yet soft and sweetly refined. A tremendous accomplishment, and should develop in the bottle for a decade. At this price, an outstanding value.",45,Conn Creek,US,California,Atlas Peak
K Vintners 2008 The Creator Red (Washington),Red,Red Blend,other,95,"This edition of The Creator is a one-time only mix of 43% Cabernet Sauvignon from Stoneridge, 21% Cabernet from Cailloux, and 36% Syrah from Morrison Lane. It's edgy and tight, with sharply defined corners—herbal, with a leafy/stemmy note, well-integrated into wild, brambly berry fruits. The 50% new oak is virtually invisible at this point; it fills out the mouthfeel but does not show specifically.",55,K Vintners,US,Washington,Washington
Duckhorn 2007 Cabernet Sauvignon (Napa Valley),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"A tremendous Cabernet, one of the last to come from the great 2007 vintage. Drinking perfectly now, it's a soft, smooth sipper, with lush flavors of blackberries, blueberries, cherries, cocoa and cedar. The addition of Merlot brings a soft, mellowed mouthfeel. Picking up bottle bouquet at the age of four, it will continue to gain traction for many years.",65,Duckhorn,US,California,Napa Valley
Ravenswood 2008 Old Hill Zinfandel (Sonoma Valley),Red,Zinfandel,"medium bodied, balanced",95,"A tremendous Zinfandel, Ravenswood's most expensive, and while you might quiver at the price, it's easily a very great wine. This is Zinfandel on steroids, a monster of wild summer berry, tobacco, currant and spice flavors, wrapped into significantly thick tannins. Yet despite the power, it never quite loses elegance and balance. The winery's 2007 was their greatest Zinfandel ever, and this one isn't far behind.",60,Ravenswood,US,California,Sonoma Valley
